Status-ID,Category,"Departure station name","Departure station coordinates","Destination station name","Destination station coordinates"
6068445,regional,"Rostock Hbf","54.078197,12.131257","Bad Kleinen","53.766847,11.466496"
6068958,regional,"Bad Kleinen","53.766847,11.466496","Lübeck Hbf","53.86767,10.669737"
6069390,nationalExpress,"Lübeck Hbf","53.86767,10.669737","Hamburg Hbf","53.553533,10.00636"
6069732,nationalExpress,"Hamburg Hbf","53.553533,10.00636","Darmstadt Hbf","49.872549,8.629707"
6073236,tram,"Darmstadt Kasinostraße","49.874973,8.642866","Darmstadt Hbf","49.872549,8.629707"
6073243,suburban,"Darmstadt Hbf","49.872549,8.629707",Frankfurt(Main)Süd,"50.099302,8.686187"
6073569,suburban,Frankfurt(Main)Süd,"50.099302,8.686187","Offenbach(Main) Ost","50.102762,8.784375"
6073689,suburban,"Offenbach(Main) Ost","50.102762,8.784375","Obertshausen(Kr Of)","50.072011,8.853737"
6073944,bus,"Obertshausen(Kr Of)","50.072011,8.853737","Obertshausen-Hausen Robert-Koch-Straße","50.075386,8.86026"
6081273,tram,"Darmstadt Kasinostraße","49.874973,8.642866","Darmstadt Schulstraße","49.870167,8.656562"
6081925,tram,"Darmstadt Luisenplatz","49.872883,8.650254","Darmstadt Rhein-/Neckarstraße","49.871532,8.644714"
6083848,bus,"Darmstadt Kasinostraße","49.874973,8.642866","Darmstadt Hbf","49.872549,8.629707"
6083970,regionalExp,"Darmstadt Hbf","49.872549,8.629707","Hamburg Hbf","53.553533,10.00636"
6086870,regionalExp,"Hamburg Hbf","53.553533,10.00636","Rostock Hbf","54.078197,12.131257"
6149267,tram,"Rostock, Lomonossowstraße","54.065098,12.117213","Rostock Hbf","54.078197,12.131257"
6149280,regional,"Rostock Hbf","54.078197,12.131257","S+U Gesundbrunnen Bhf (Berlin)","52.54913,13.389907"
