1861676,nationalExpress,"Hamburg Hbf","53.553533,10.00636","Rostock Hbf","54.078197,12.131257"
  2150556 ,suburban        ,"Köln Messe/Deutz"                                   ,"50.940874,6.975001"            ,"Köln Hbf"                                           ,"50.942823,6.959197"
  2152662 ,tram            ,"Mülheim Von-Sparr-Str., Köln"                       ,"50.970446,7.011379"            ,"Bahnhof Deutz/Messe LANXESS arena, Köln"            ,"50.939595,6.978802"
  2154383 ,regional        ,"Köln Messe/Deutz"                                   ,"50.940874,6.975001"            ,"Köln Hbf"                                           ,"50.942823,6.959197"
  2155565 ,nationalExpress ,"Köln Hbf"                                           ,"50.942823,6.959197"            ,"Hamburg Hbf"                                        ,"53.553533,10.00636"
  2157292 ,regional        ,"Hamburg Hbf"                                        ,"53.553533,10.00636"            ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2169236 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2169551 ,nationalExpress ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,"Berlin Hbf"                                         ,"52.3928,13.036498"
  2170948 ,subway          ,"Nollendorfplatz (U), Berlin"                        ,"52.499592,13.35415"            ,"Warschauer Str. (S+U), Berlin"                      ,"52.505238,13.449112"
  2171366 ,subway          ,"Görlitzer Bahnhof (U), Berlin"                      ,"52.499251,13.427745"           ,"Warschauer Str. (S+U), Berlin"                      ,"52.505238,13.449112"
  2171457 ,suburban        ,"Berlin Warschauer Straße"                           ,"52.505948,13.45224"            ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"
  2178364 ,suburban        ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"            ,"Berlin Hbf"                                         ,"52.524924,13.369629"
  2178696 ,national        ,"Berlin Hbf"                                         ,"52.3928,13.036498"             ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2183750 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2183831 ,suburban        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Warnemünde                                           ,"54.175685,12.091525"
  2184589 ,suburban        ,Warnemünde                                           ,"54.175685,12.091525"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2184762 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2188881 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2189000 ,suburban        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Rostock-Lichtenhagen                                 ,"54.152385,12.070913"
  2189360 ,suburban        ,Rostock-Lichtenhagen                                 ,"54.152385,12.070913"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2189513 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2217332 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2217600 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2220795 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Lange Straße, Rostock"                              ,"54.089964,12.135069"
  2220976 ,tram            ,"Kröpeliner Tor, Rostock"                            ,"54.089811,12.129738"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2251602 ,bus             ,"Brinckmanshöhe, Rostock"                            ,"54.087204,12.188555"           ,"Hauptbahnhof Nord, Rostock"                         ,"54.078386,12.134619"
  2251739 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2253603 ,national        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Ostkreuz                                             ,"52.503037,13.469105"
  2254450 ,suburban        ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"           ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"
  2259736 ,regional        ,Ostkreuz                                             ,"52.503037,13.469105"           ,"Flughafen BER"                                      ,"52.364808,13.511947"
  2288780 ,suburban        ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"            ,"Berlin Hbf"                                         ,"52.524924,13.369629"
  2288985 ,regional        ,"Berlin Hbf"                                         ,"52.3928,13.036498"             ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2295282 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Steintor IHK, Rostock"                              ,"54.086566,12.141065"
  2295370 ,bus             ,"Steintor IHK, Rostock"                              ,"54.086045,12.142045"           ,"Brinckmanshöhe, Rostock"                            ,"54.088166,12.188609"
  2343574 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2343655 ,suburban        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Warnemünde                                           ,"54.175685,12.091525"
  2344727 ,suburban        ,Warnemünde                                           ,"54.175685,12.091525"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2344728 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2378567 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"           ,"Rostock Südblick, Papendorf b Rostock"              ,"54.057648,12.11709"
  2379873 ,suburban        ,Papendorf                                            ,"54.036604,12.137334"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2380129 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2401225 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Lange Straße, Rostock"                              ,"54.089964,12.135069"
  2401760 ,tram            ,"Kröpeliner Tor, Rostock"                            ,"54.089811,12.129738"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2448802 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2449005 ,nationalExpress ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,"Frankfurt(M) Flughafen Fernbf"                      ,"50.052926,8.569776"
  2452500 ,nationalExpress ,"Frankfurt(M) Flughafen Fernbf"                      ,"50.052926,8.569776"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2452570 ,regional        ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2452710 ,bus             ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"            ,"Kopernikusplatz, Darmstadt"                         ,"49.878194,8.661844"
  2454457 ,tram            ,"Kasinostraße, Darmstadt"                            ,"49.875066,8.643398"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2454576 ,regional        ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2454723 ,subway          ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Festhalle/Messe, Frankfurt a.M."                    ,"50.112183,8.654859"
  2454761 ,subway          ,"Festhalle/Messe, Frankfurt a.M."                    ,"50.112183,8.654859"            ,"Willy-Brandt-Platz, Frankfurt a.M."                 ,"50.108992,8.673898"
  2455640 ,suburban        ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,Frankfurt(M)Konstablerwache                          ,"50.114637,8.686393"
  2457255 ,suburban        ,Frankfurt(M)Ostendstraße                             ,"50.112309,8.697252"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2457474 ,suburban        ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,Wiesbaden-Mainz-Kast                                 ,"50.006758,8.282966"
  2459656 ,suburban        ,"Wiesbaden Ost"                                      ,"50.041438,8.256412"            ,"Mainz Römisches Theater"                            ,"49.993517,8.277393"
  2459724 ,regional        ,"Mainz Römisches Theater"                            ,"49.993517,8.277393"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2460716 ,bus             ,"Kasinostraße, Darmstadt"                            ,"49.875066,8.643398"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2460717 ,regional        ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2460984 ,tram            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Schweizer-/Gartenstraße, Frankfurt a.M."            ,"50.103338,8.679553"
  2461486 ,tram            ,"Schweizer-/Gartenstraße, Frankfurt a.M."            ,"50.103338,8.679553"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2461556 ,subway          ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Höhenstraße, Frankfurt a.M."                        ,"50.123042,8.701495"
  2461754 ,subway          ,"Höhenstraße, Frankfurt a.M."                        ,"50.123042,8.701495"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2462039 ,nationalExpress ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Hamburg Hbf"                                        ,"53.553533,10.00636"
  2464132 ,nationalExpress ,"Hamburg Hbf"                                        ,"53.553533,10.00636"            ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2524506 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2524805 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2526557 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2527413 ,suburban        ,Warnemünde                                           ,"54.175685,12.091525"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2527415 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2527417 ,suburban        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Warnemünde                                           ,"54.175685,12.091525"
  2530164 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"           ,"Rostock Südblick, Papendorf b Rostock"              ,"54.057648,12.11709"
  2531380 ,suburban        ,Papendorf                                            ,"54.036604,12.137334"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2531408 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Südstadt-Center, Rostock"                           ,"54.072111,12.117198"
  2535817 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2536175 ,suburban        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Rostock-Bramow                                       ,"54.103016,12.089179"
  2537504 ,suburban        ,Rostock-Bramow                                       ,"54.103016,12.089179"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2537642 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2542969 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2543103 ,regional        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Sassnitz                                             ,"54.516691,13.638964"
  2545915 ,regional        ,Sassnitz                                             ,"54.516691,13.638964"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2546749 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2548112 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2548142 ,regional        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,"Bad Kleinen"                                        ,"53.766847,11.466496"
  2548382 ,regional        ,"Bad Kleinen"                                        ,"53.766847,11.466496"           ,"Lübeck Hbf"                                         ,"53.86767,10.669737"
  2548662 ,regional        ,"Lübeck Hbf"                                         ,"53.86767,10.669737"            ,Lüneburg                                             ,"53.249742,10.419873"
  2549040 ,regional        ,Lüneburg                                             ,"53.249742,10.419873"           ,Uelzen                                               ,"52.96998,10.553246"
  2549262 ,regional        ,Uelzen                                               ,"52.96998,10.553246"            ,Eschede                                              ,"52.741528,10.231226"
  2550197 ,regional        ,Eschede                                              ,"52.741528,10.231226"           ,Uelzen                                               ,"52.96998,10.553246"
  2550415 ,regional        ,Uelzen                                               ,"52.96998,10.553246"            ,Lüneburg                                             ,"53.249742,10.419873"
  2551778 ,regional        ,Lüneburg                                             ,"53.249742,10.419873"           ,"Lübeck Hbf"                                         ,"53.86767,10.669737"
  2551782 ,regional        ,"Lübeck Hbf"                                         ,"53.86767,10.669737"            ,"Bad Kleinen"                                        ,"53.766847,11.466496"
  2552486 ,regional        ,"Bad Kleinen"                                        ,"53.766847,11.466496"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2552501 ,tram            ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2572414 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2572550 ,regional        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,"Berlin Hbf"                                         ,"52.3928,13.036498"
  2573869 ,nationalExpress ,"Berlin Hbf"                                         ,"52.524924,13.369629"           ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2576180 ,national        ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2576406 ,tram            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"            ,"Rhein-/Neckarstraße, Darmstadt"                     ,"49.871542,8.644701"
  2582171 ,regional        ,Mainz-Gustavsburg                                    ,"49.994056,8.314222"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2582830 ,bus             ,"Kasinostraße, Darmstadt"                            ,"49.875066,8.643398"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2582920 ,regional        ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"            ,"Darmstadt Süd"                                      ,"49.854157,8.637132"
  2584133 ,bus             ,"Südbahnhof, Darmstadt"                              ,"49.854966,8.637699"            ,"Rhein-/Neckarstraße, Darmstadt"                     ,"49.871542,8.644701"
  2585840 ,tram            ,"Kasinostraße, Darmstadt"                            ,"49.875066,8.643398"            ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"
  2585971 ,regional        ,"Darmstadt Hbf"                                      ,"49.872549,8.629707"            ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"
  2586154 ,nationalExpress ,Frankfurt(Main)Hbf                                   ,"50.106817,8.663003"            ,"Berlin Hbf"                                         ,"52.3928,13.036498"
  2588752 ,suburban        ,"Berlin Hbf"                                         ,"52.524924,13.369629"           ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"
  2594538 ,suburban        ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"            ,"Berlin Hbf"                                         ,"52.524924,13.369629"
  2594559 ,regional        ,"Berlin Hbf"                                         ,"52.3928,13.036498"             ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2641761 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2641871 ,suburban        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,Warnemünde                                           ,"54.175685,12.091525"
  2643324 ,suburban        ,Warnemünde                                           ,"54.175685,12.091525"           ,"Rostock Hbf"                                        ,"54.078197,12.131257"
  2675846 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Steintor IHK, Rostock"                              ,"54.086566,12.141065"
  2675990 ,bus             ,"Steintor IHK, Rostock"                              ,"54.085811,12.142602"           ,"Damm(b Rostock), Dummerstorf"                       ,"54.010068,12.153551"
  2720649 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Kröpeliner Tor, Rostock"                            ,"54.089847,12.129729"
  2721688 ,tram            ,"Kröpeliner Tor, Rostock"                            ,"54.089847,12.129729"           ,"Doberaner Platz, Rostock"                           ,"54.088436,12.123176"
  2721912 ,tram            ,"Doberaner Platz, Rostock"                           ,"54.088328,12.123239"           ,"Lomonossowstraße, Rostock"                          ,"54.065289,12.117243"
  2727707 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Neuer Markt, Rostock"                               ,"54.088912,12.140525"
  2780208 ,tram            ,"Lomonossowstraße, Rostock"                          ,"54.065307,12.117342"           ,"Hauptbahnhof (U), Rostock"                          ,"54.078359,12.130907"
  2780334 ,national        ,"Rostock Hbf"                                        ,"54.078197,12.131257"           ,"Berlin Hbf"                                         ,"52.3928,13.036498"
  2781071 ,suburban        ,"Berlin Hbf"                                         ,"52.524924,13.369629"           ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"
  2781934 ,tram            ,"Tierpark (U), Berlin"                               ,"52.497552,13.523471"           ,"Landsberger Allee/Rhinstr., Berlin"                 ,"52.535477,13.517151"
  2782569 ,tram            ,"Landsberger Allee/Rhinstr., Berlin"                 ,"52.535477,13.517151"           ,"Tierpark (U), Berlin"                               ,"52.497552,13.523471"
  2782963 ,bus             ,"Sewanstr./Volkradstr., Berlin"                      ,"52.49704,13.506544"            ,"Sonnenallee/Pannierstr., Berlin"                    ,"52.486109,13.430325"
  2784216 ,bus             ,"Erkstr., Berlin"                                    ,"52.481686,13.440123"           ,Ostkreuz                                             ,"52.503037,13.469105"
  2784240 ,suburban        ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"           ,"Berlin Nöldnerplatz"                                ,"52.503817,13.485366"
  2786328 ,bus             ,"Mellenseestr., Berlin"                              ,"52.493291,13.508135"           ,"Wönnichstr., Berlin"                                ,"52.500267,13.495946"
  2788801 ,suburban        ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"            ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"
  2788848 ,suburban        ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"           ,"Berlin Landsberger Allee"                           ,"52.529572,13.454551"
  2790549 ,tram            ,"Landsberger Allee/Petersburger Str., Berlin"        ,"52.526021,13.446361"           ,"Landsberger Allee (S), Berlin"                      ,"52.528637,13.456285"
  2790553 ,suburban        ,"Berlin Landsberger Allee"                           ,"52.529572,13.454551"           ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"
  2790563 ,suburban        ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"           ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"
  2794732 ,bus             ,"Schwarzmeerstr., Berlin"                            ,"52.5013,13.509034"             ,"Friedrichsfelde Ost (S), Berlin"                    ,"52.513463,13.519066"
  2794901 ,suburban        ,"Berlin-Friedrichsfelde Ost"                         ,"52.514128,13.520091"           ,"Berlin Springpfuhl"                                 ,"52.526389,13.536883"
  2796946 ,suburban        ,"Berlin Springpfuhl"                                 ,"52.526389,13.536883"           ,"Berlin-Lichtenberg (S)"                             ,"52.509921,13.497249"
  2796988 ,subway          ,"Lichtenberg Bahnhof (S+U), Berlin"                  ,"52.510757,13.498229"           ,"Friedrichsfelde (U), Berlin"                        ,"52.505912,13.512783"
  2797009 ,bus             ,"Friedrichsfelde (U), Berlin"                        ,"52.505912,13.512783"           ,"Sewanstr./Dolgenseestr., Berlin"                    ,"52.49632,13.509574"
  2799720 ,suburban        ,"Berlin Betriebsbf Rummelsburg"                      ,"52.49392,13.497573"            ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"
  2799784 ,suburban        ,"Berlin Ostkreuz"                                    ,"52.503305,13.468861"           ,"Berlin Hbf"                                         ,"52.524924,13.369629"
